TotalDistance,TotalActiveMinutes,Calories
7.23999977111816,461.0,2560
3.45000004768372,199.0,2560
7.67000007629395,304.0,2553
3.78999996185303,170.0,2551
3.50999999046326,146.0,2547
9.31999969482422,307.0,2544
8.02000045776367,385.0,2536
3.00999999046326,131.0,2536
7.09999990463257,206.0,2534
9.48999977111816,389.0,2530
10.2799997329712,279.0,2529
8.02999973297119,318.0,2525
3.61999988555908,212.0,2516
3.70000004768372,143.0,2507
2.61999988555908,118.0,2505
2.6800000667572,65.0,2505
2.03999996185303,145.0,2499
6.1100001335144,288.0,2499
2.30999994277954,120.0,2498
7.17999982833862,336.0,2498
2.59999990463257,103.0,2497
4.82999992370605,350.0,2496
3.36999988555908,122.0,2496
2.20000004768372,118.0,2489
8.52999973297119,288.0,2489
2.55999994277954,115.0,2489
9.07999992370605,459.0,2486
4.6399998664856,138.0,2484
7.28999996185303,321.0,2473
8.01000022888184,269.0,2470
5.53999996185303,412.0,2469
6.17999982833862,231.0,2463
3.19000005722046,99.0,2463
7.13000011444092,321.0,2463
7.21000003814697,359.0,2450
2.45000004768372,134.0,2443
4.57999992370605,317.0,2432
1.76999998092651,125.0,2430
4.90000009536743,316.0,2423
5.17999982833862,265.0,2421
2.59999990463257,216.0,2419
2.41000008583069,89.0,2413
1.87000000476837,85.0,2411
6.19999980926514,402.0,2409
5.59000015258789,159.0,2408
2.91000008583069,120.0,2400
5.67000007629395,190.0,2395
8.34000015258789,283.0,2390
5.59999990463257,187.0,2386
1.45000004768372,108.0,2383
5.3899998664856,305.0,2383
1.5,97.0,2383
7.40000009536743,298.0,2380
7.28000020980835,380.0,2367
4.17999982833862,290.0,2363
6.73000001907349,397.0,2361
5.03000020980835,227.0,2361
10.210000038147,371.0,2361
1.1599999666214,95.0,2351
4.44000005722046,389.0,2346
6.96000003814697,390.0,2345
2.67000007629395,86.0,2344
6.82999992370605,361.0,2344
1.24000000953674,87.0,2338
4.75,231.0,2336
10.710000038147,366.0,2335
7.23000001907349,353.0,2324
1.45000004768372,82.0,2324
11.1199998855591,358.0,2324
1.77999997138977,93.0,2319
6.21000003814697,398.0,2314
7.5,292.0,2312
4.46999979019165,160.0,2306
5.76000022888184,362.0,2305
6.88000011444092,349.0,2302
1.54999995231628,156.0,2297
7.11999988555908,317.0,2296
4.40999984741211,210.0,2291
4.03000020980835,164.0,2286
5.40999984741211,250.0,2284
10.1099996566772,346.0,2284
7.01999998092651,334.0,2282
3.53999996185303,266.0,2281
1.78999996185303,96.0,2280
5.28000020980835,343.0,2275
7.57999992370605,332.0,2272
6.23999977111816,355.0,2270
6.42000007629395,331.0,2266
7.01000022888184,392.0,2262
6.36999988555908,344.0,2260
7.1100001335144,396.0,2254
10.8599996566772,335.0,2254
5.53000020980835,318.0,2250
4.23999977111816,193.0,2248
3.35999989509583,244.0,2247
3.50999999046326,240.0,2246
1.35000002384186,72.0,2241
4.90000009536743,412.0,2241
6.6399998664856,317.0,2236
6.46999979019165,321.0,2235
6.13000011444092,332.0,2232
1.03999996185303,48.0,2229
5.40000009536743,312.0,2225
3.75,237.0,2225
5.34999990463257,368.0,2225
3.39000010490417,63.0,2225
7.57000017166138,375.0,2223
6.05000019073486,336.0,2223
1.67999994754791,52.0,2222
0.680000007152557,51.0,2221
0.469999998807907,55.0,2220
6.01000022888184,324.0,2220
8.5600004196167,241.0,2218
3.02999997138977,229.0,2211
0.340000003576279,42.0,2207
3.00999999046326,236.0,2203
5.98999977111816,311.0,2200
7.26999998092651,323.0,2198
3.14000010490417,226.0,2196
0.920000016689301,27.0,2195
2.67000007629395,231.0,2194
7.57999992370605,330.0,2194
9.27000045776367,348.0,2194
3.64000010490417,105.0,2189
2.00999999046326,149.0,2188
6.26000022888184,360.0,2187
6.25,379.0,2185
8.35000038146973,334.0,2182
2.63000011444092,231.0,2181
2.65000009536743,225.0,2180
9.71000003814697,294.0,2179
7.09000015258789,203.0,2177
4.75,264.0,2175
5.3600001335144,313.0,2175
9.55000019073486,349.0,2174
5.65999984741211,395.0,2173
8.73999977111816,333.0,2173
8.32999992370605,331.0,2169
8.53999996185303,370.0,2162
12.210000038147,332.0,2159
5.32999992370605,310.0,2158
9.51000022888184,314.0,2156
0.25,32.0,2151
2.55999994277954,215.0,2150
2.9300000667572,201.0,2149
6.65000009536743,353.0,2148
0.889999985694885,38.0,2140
5.5,119.0,2135
6.92000007629395,309.0,2133
6.26000022888184,247.0,2132
6.01999998092651,359.0,2131
5.25,373.0,2130
0.920000016689301,58.0,2127
7.48999977111816,328.0,2124
6.07000017166138,403.0,2124
3.58999991416931,138.0,2123
5.15000009536743,309.0,2121
2.54999995231628,193.0,2120
6.40000009536743,330.0,2117
5.90999984741211,360.0,2116
8.39000034332275,302.0,2116
2.20000004768372,196.0,2113
7.90999984741211,203.0,2112
0.170000001788139,17.0,2111
7.63000011444092,311.0,2105
8.72000026702881,295.0,2105
6.82000017166138,329.0,2105
0.109999999403954,12.0,2100
3.52999997138977,202.0,2098
6.32000017166138,353.0,2098
5.53999996185303,372.0,2096
1.99000000953674,194.0,2095
6.38000011444092,303.0,2095
5.42000007629395,383.0,2095
6.30000019073486,405.0,2094
6.34999990463257,318.0,2094
0.100000001490116,10.0,2093
6.63000011444092,395.0,2093
7.76000022888184,296.0,2093
5.51999998092651,240.0,2092
7.09000015258789,303.0,2086
6.71000003814697,335.0,2086
4.55000019073486,318.0,2085
3.09999990463257,203.0,2076
8.11999988555908,324.0,2072
2.26999998092651,179.0,2070
1.96000003814697,180.0,2070
4.21000003814697,249.0,2069
1.12999999523163,112.0,2067
1.46000003814697,129.0,2067
1.78999996185303,48.0,2067
5.21999979019165,383.0,2066
6.96000003814697,341.0,2066
8.0600004196167,266.0,2066
6.03000020980835,401.0,2065
5.69999980926514,448.0,2063
5.32000017166138,323.0,2062
5.78999996185303,357.0,2057
1.53999996185303,40.0,2053
2.51999998092651,200.0,2051
2.16000008583069,125.0,2049
6.75,257.0,2048
7.09999990463257,271.0,2046
6.23000001907349,402.0,2044
3.73000001907349,236.0,2044
1.63999998569489,116.0,2044
7.15999984741211,196.0,2044
7.53999996185303,293.0,2039
7.01000022888184,246.0,2038
9.88000011444092,345.0,2035
6.82000017166138,324.0,2034
7.19000005722046,263.0,2033
4.42999982833862,339.0,2030
6.71000003814697,313.0,2027
7.57000017166138,309.0,2026
6.34999990463257,363.0,2021
3.91000008583069,241.0,2018
5.55999994277954,420.0,2015
1.16999995708466,101.0,2015
4.6399998664856,370.0,2014
9.80000019073486,303.0,2013
6.90000009536743,297.0,2012
0.0799999982118607,3.0,2011
6.69999980926514,255.0,2010
4.09000015258789,416.0,2010
1.5900000333786,126.0,2009
8.18000030517578,154.0,2008
5.11999988555908,412.0,2004
9.71000003814697,333.0,2004
4.90000009536743,335.0,2003
6.65999984741211,285.0,2002
7.63000011444092,227.0,1999
4.82000017166138,328.0,1997
6.38000011444092,259.0,1996
0.0399999991059303,2.0,1995
4.71000003814697,171.0,1995
5.07000017166138,325.0,1995
6.73999977111816,253.0,1994
0.5,30.0,1993
4.57000017166138,302.0,1992
9.65999984741211,328.0,1990
0.0099999997764825,2.0,1990
1.42999994754791,95.0,1988
5.26000022888184,376.0,1985
3.79999995231628,228.0,1985
8.5,366.0,1985
5.90999984741211,379.0,1982
7.13000011444092,127.0,1976
3.61999988555908,116.0,1976
1.38999998569489,137.0,1974
5.44000005722046,272.0,1973
4.96999979019165,319.0,1972
3.75999999046326,385.0,1972
5.6100001335144,347.0,1971
5.98000001907349,383.0,1970
8.78999996185303,333.0,1970
2.35999989509583,243.0,1966
1.80999994277954,90.0,1965
5.88000011444092,335.0,1964
0.779999971389771,84.0,1963
5.55999994277954,373.0,1962
1.03999996185303,79.0,1962
8.89999961853027,319.0,1959
5.36999988555908,389.0,1956
1.38999998569489,121.0,1954
3.48000001907349,268.0,1953
9.03999996185303,324.0,1949
4.5,328.0,1947
9.25,303.0,1947
3.57999992370605,321.0,1946
5.15999984741211,242.0,1946
3.30999994277954,233.0,1945
5.44999980926514,233.0,1944
6.09999990463257,142.0,1935
0.839999973773956,82.0,1934
1.51999998092651,114.0,1933
4.26999998092651,239.0,1931
0.850000023841858,80.0,1928
7.53999996185303,475.0,1926
4.48999977111816,279.0,1922
0.46000000834465,20.0,1922
4.84999990463257,294.0,1922
6.88000011444092,238.0,1922
4.59000015258789,313.0,1921
8.59000015258789,291.0,1921
5.17999982833862,241.0,1918
7.71000003814697,432.0,1916
6.28999996185303,259.0,1916
4.75,375.0,1910
4.51000022888184,179.0,1909
3.39000010490417,318.0,1909
5.07999992370605,335.0,1908
4.73000001907349,356.0,1908
4.94999980926514,359.0,1907
5.19000005722046,345.0,1906
4.98000001907349,370.0,1906
4.42000007629395,267.0,1905
4.32999992370605,300.0,1903
2.25999999046326,156.0,1902
4.19999980926514,290.0,1899
4.67999982833862,237.0,1898
8.52999973297119,265.0,1898
3.38000011444092,138.0,1897
8.02999973297119,319.0,1896
5.32000017166138,331.0,1893
5.23999977111816,318.0,1890
4.25,249.0,1889
0.850000023841858,51.0,1886
3.01999998092651,196.0,1886
3.1800000667572,194.0,1884
5.53999996185303,316.0,1882
3.61999988555908,257.0,1882
2.74000000953674,197.0,1880
6.1399998664856,172.0,1880
2.59999990463257,141.0,1879
5.05999994277954,341.0,1878
5.01999998092651,236.0,1878
3.5699999332428,258.0,1876
6.61999988555908,401.0,1869
3.32999992370605,292.0,1867
8.15999984741211,267.0,1863
3.95000004768372,227.0,1861
3.25999999046326,248.0,1860
7.76999998092651,291.0,1859
3.25,247.0,1856
4.44000005722046,230.0,1855
3.59999990463257,229.0,1854
4.26000022888184,166.0,1854
6.40999984741211,268.0,1853
4.17999982833862,249.0,1852
3.75999999046326,266.0,1851
3.91000008583069,299.0,1850
6.11999988555908,161.0,1849
2.30999994277954,135.0,1848
0.0099999997764825,1.0,1843
3.46000003814697,252.0,1842
2.6800000667572,133.0,1838
7.15000009536743,271.0,1837
5.40999984741211,248.0,1835
3.76999998092651,288.0,1831
5.67999982833862,273.0,1830
3.48000001907349,162.0,1829
3.54999995231628,220.0,1827
8.13000011444092,223.0,1827
4.32999992370605,319.0,1826
3.48000001907349,247.0,1821
7.71000003814697,258.0,1821
6.80999994277954,314.0,1820
7.71999979019165,263.0,1819
7.15000009536743,261.0,1819
3.03999996185303,229.0,1814
3.03999996185303,141.0,1813
4.03999996185303,239.0,1811
3.42000007629395,242.0,1804
3.50999999046326,245.0,1801
0.259999990463257,30.0,1799
6.96999979019165,257.0,1797
2.99000000953674,209.0,1793
2.48000001907349,34.0,1792
2.46000003814697,153.0,1792
3.24000000953674,280.0,1788
3.17000007629395,222.0,1788
6.40999984741211,282.0,1788
6.67999982833862,245.0,1786
8.13000011444092,310.0,1783
4.94999980926514,249.0,1780
3.50999999046326,234.0,1780
3.07999992370605,234.0,1779
2.69000005722046,272.0,1776
6.73999977111816,222.0,1776
6.34000015258789,238.0,1775
2.67000007629395,184.0,1763
2.77999997138977,164.0,1763
4.0,221.0,1762
11.0500001907349,343.0,1760
3.6800000667572,217.0,1756
3.36999988555908,237.0,1747
6.28000020980835,272.0,1745
3.28999996185303,204.0,1742
2.6800000667572,184.0,1742
3.60999989509583,215.0,1740
6.57999992370605,255.0,1740
4.96999979019165,221.0,1739
5.07999992370605,383.0,1736
6.48000001907349,222.0,1728
2.53999996185303,176.0,1725
2.80999994277954,204.0,1725
3.41000008583069,195.0,1724
2.48000001907349,202.0,1722
3.28999996185303,153.0,1722
0.159999996423721,12.0,1721
0.0900000035762787,9.0,1720
3.16000008583069,226.0,1718
3.74000000953674,174.0,1718
9.59000015258789,346.0,1710
3.3199999332428,199.0,1705
3.46000003814697,78.0,1705
5.32000017166138,330.0,1698
2.76999998092651,224.0,1698
2.6800000667572,191.0,1696
3.22000002861023,195.0,1693
4.71000003814697,352.0,1692
2.26999998092651,190.0,1692
4.34999990463257,355.0,1690
2.4300000667572,206.0,1683
5.44000005722046,207.0,1670
2.61999988555908,206.0,1669
10.0799999237061,281.0,1667
4.48000001907349,327.0,1667
3.03999996185303,123.0,1665
2.76999998092651,165.0,1659
4.07000017166138,345.0,1658
2.25999999046326,147.0,1657
4.30000019073486,258.0,1655
10.0,254.0,1655
2.42000007629395,160.0,1654
1.87000000476837,120.0,1651
9.19999980926514,289.0,1650
3.95000004768372,331.0,1649
2.35999989509583,139.0,1645
8.77999973297119,307.0,1638
8.06999969482422,344.0,1638
0.0099999997764825,3.0,1635
9.09000015258789,296.0,1633
2.29999995231628,147.0,1632
1.76999998092651,105.0,1632
1.54999995231628,68.0,1632
8.77999973297119,312.0,1630
2.07999992370605,145.0,1630
9.4399995803833,252.0,1628
9.0,267.0,1625
2.58999991416931,108.0,1623
8.57999992370605,280.0,1618
3.95000004768372,219.0,1617
2.45000004768372,134.0,1613
2.28999996185303,138.0,1610
3.72000002861023,304.0,1604
7.40999984741211,226.0,1604
3.6800000667572,288.0,1595
3.76999998092651,286.0,1593
0.839999973773956,67.0,1593
8.27999973297119,252.0,1590
1.48000001907349,120.0,1589
7.80000019073486,313.0,1584
1.79999995231628,47.0,1580
3.73000001907349,260.0,1576
7.73000001907349,294.0,1574
5.92000007629395,236.0,1572
1.76999998092651,148.0,1570
8.47999954223633,192.0,1570
5.55000019073486,227.0,1562
3.45000004768372,258.0,1555
7.82999992370605,264.0,1554
4.05999994277954,164.0,1554
7.61999988555908,272.0,1551
1.37000000476837,87.0,1549
7.75,218.0,1545
1.70000004768372,82.0,1541
6.96999979019165,274.0,1529
1.70000004768372,168.0,1529
2.95000004768372,97.0,1527
3.09999990463257,238.0,1521
1.17999994754791,104.0,1507
2.9300000667572,233.0,1506
3.91000008583069,71.0,1505
7.07000017166138,205.0,1501
4.92999982833862,179.0,1497
6.71000003814697,230.0,1495
1.22000002861023,96.0,1494
4.21999979019165,202.0,1492
2.59999990463257,229.0,1491
1.1599999666214,82.0,1481
5.96000003814697,233.0,1481
1.37000000476837,182.0,1474
1.02999997138977,76.0,1473
2.61999988555908,199.0,1470
6.05999994277954,240.0,1468
4.13000011444092,186.0,1467
1.02999997138977,86.0,1466
0.0199999995529652,3.0,1464
3.49000000953674,176.0,1463
0.779999971389771,84.0,1463
2.74000000953674,192.0,1459
4.17000007629395,247.0,1452
5.98000001907349,194.0,1450
2.27999997138977,191.0,1447
3.23000001907349,151.0,1446
2.36999988555908,188.0,1444
1.89999997615814,141.0,1435
5.1100001335144,242.0,1433
5.30999994277954,146.0,1432
2.0699999332428,197.0,1431
5.1100001335144,268.0,1431
2.23000001907349,152.0,1427
0.810000002384186,52.0,1426
2.05999994277954,182.0,1419
4.55000019073486,148.0,1411
0.620000004768372,45.0,1410
4.88000011444092,213.0,1407
1.54999995231628,150.0,1404
0.519999980926514,40.0,1403
1.8400000333786,140.0,1402
2.16000008583069,164.0,1401
1.78999996185303,120.0,1401
1.80999994277954,162.0,1399
4.07999992370605,242.0,1397
0.430000007152557,46.0,1397
1.92999994754791,139.0,1393
5.03999996185303,186.0,1377
1.58000004291534,150.0,1373
1.61000001430511,117.0,1370
1.52999997138977,153.0,1370
1.42999994754791,118.0,1368
0.129999995231628,10.0,1366
5.51000022888184,343.0,1364
2.03999996185303,112.0,1359
1.5,141.0,1356
0.0299999993294477,2.0,1351
0.0099999997764825,1.0,1349
0.980000019073486,96.0,1344
1.12000000476837,102.0,1341
1.37000000476837,96.0,1334
1.12999999523163,91.0,1328
0.970000028610229,49.0,1276
3.38000011444092,197.0,1248
2.23000001907349,68.0,1240
2.09999990463257,172.0,1237
0.519999980926514,60.0,1214
0.519999980926514,58.0,1212
2.55999994277954,67.0,1199
0.159999996423721,17.0,1141
1.78999996185303,128.0,1125
0.419999986886978,21.0,1120
1.4099999666214,56.0,1032
1.92999994754791,107.0,1002
2.36999988555908,113.0,928
2.03999996185303,62.0,741
0.0299999993294477,4.0,403
0.0099999997764825,2.0,257
0.5,13.0,52
6.930605951636971,33.0,2664
2.8099108331953033,1.0,1348
9.36999988555908,300.8729266678914,3212
7.78000020980835,285.41941043816524,2955
6.6100001335144,281.7514552241057,2894
4.15000009536743,269.66524214171284,2693
2.79999995231628,259.0221589796057,2516
2.34999990463257,254.39211715202237,2439
5.19999980926514,234.90986322816516,2115
5.0518695754477605,231.843212147558,2064
5.0518695754477605,231.843212147558,2064
5.0518695754477605,231.843212147558,2064
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.048738348154112,231.78308173421277,2063
5.039344666273165,231.60269049417707,2060
5.039344666273165,231.60269049417707,2060
5.039344666273165,231.60269049417707,2060
4.904701892646273,229.0170827203318,2017
4.79197771007492,226.85238783990326,1981
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.788846482781271,226.79225742655802,1980
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.353605888964104,218.43412997156992,1841
4.284718888503832,217.11126087797464,1819
4.284718888503832,217.11126087797464,1819
4.150076114876939,214.52565310412942,1776
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.874528113035855,209.23417672974847,1688
3.6897857027105836,205.6864823423794,1629
3.464337337567878,201.35709258152224,1557
3.2764636999489563,197.74926778080797,1497
